,Unnamed: 0,uid,file,zero_pred,one_pred,pred,label,temporal_frame_start_times,acc,cfnmtx
1515,216,0_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,2.7497652,-3.1855798,0,0,0.0,1,TN
1522,217,1_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.09465951,-0.18052393,0,1,0.023219954648526,0,FN
1529,218,2_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.07641037,-0.24031162,0,1,0.0464399092970521,0,FN
1536,219,3_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.05827281,-0.23549385,0,1,0.0696598639455782,0,FN
1543,220,4_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.017453775,-0.11661409,0,1,0.0928798185941043,0,FN
1550,221,5_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.015622318,-0.04627531,0,1,0.1160997732426303,0,FN
1557,222,6_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.020195916,-0.0068955347,1,0,0.1393197278911564,0,FP
1564,223,7_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.006885037,0.011033151,1,1,0.1625396825396825,1,TP
1571,224,8_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.01925683,0.009406969,0,1,0.1857596371882086,0,FN
1578,225,9_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.044090644,5.7697296e-05,0,0,0.2089795918367347,1,TN
1585,226,10_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.069679156,-0.015413502,0,0,0.2321995464852607,1,TN
1592,227,11_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.09442431,-0.029945489,0,1,0.2554195011337868,0,FN
1599,228,12_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.12083736,-0.045329433,0,1,0.2786394557823129,0,FN
1606,229,13_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.13132052,-0.05536174,0,1,0.301859410430839,0,FN
1613,230,14_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.14227633,-0.0657001,0,1,0.3250793650793651,0,FN
1620,231,15_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.14423765,-0.06758851,0,1,0.3482993197278911,0,FN
1627,232,16_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.14657713,-0.06778162,0,1,0.3715192743764172,0,FN
1634,233,17_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.1460785,-0.07114543,0,1,0.3947392290249433,0,FN
1641,234,18_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.14998724,-0.072793804,0,0,0.4179591836734694,1,TN
