,Unnamed: 0,uid,file,zero_pred,one_pred,pred,label,temporal_frame_start_times,acc,cfnmtx
67181,9720,0_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,3.1376438,-3.5170078,0,0,0.0,1,TN
67187,9721,1_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.14290842,-0.24877498,0,0,0.023219954648526,1,TN
67193,9722,2_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.103955925,-0.26578516,0,0,0.0464399092970521,1,TN
67199,9723,3_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.067112744,-0.24276908,0,0,0.0696598639455782,1,TN
67205,9724,4_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.01695685,-0.13220006,0,0,0.0928798185941043,1,TN
67211,9725,5_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.029000536,-0.059217066,0,0,0.1160997732426303,1,TN
67217,9726,6_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.047845274,-0.010837942,1,0,0.1393197278911564,0,FP
67223,9727,7_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.05278866,0.022368364,1,0,0.1625396825396825,0,FP
67229,9728,8_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.054570407,0.04433029,1,0,0.1857596371882086,0,FP
67235,9729,9_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.059784263,0.061118715,1,0,0.2089795918367347,0,FP
67241,9730,10_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.056646153,0.06801859,1,1,0.2321995464852607,1,TP
67247,9731,11_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.058976665,0.07212077,1,1,0.2554195011337868,1,TP
67253,9732,12_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.057136476,0.068761595,1,1,0.2786394557823129,1,TP
67259,9733,13_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.06298599,0.06876458,1,1,0.301859410430839,1,TP
67265,9734,14_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.06406684,0.066646405,1,1,0.3250793650793651,1,TP
67271,9735,15_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.065931424,0.06658458,1,1,0.3482993197278911,1,TP
67277,9736,16_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.057263985,0.06171339,1,1,0.3715192743764172,1,TP
67283,9737,17_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.07334784,0.07008825,1,1,0.3947392290249433,1,TP
67289,9738,18_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.06406681,0.06673137,1,1,0.4179591836734694,1,TP
67295,9739,19_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.060808703,0.068057895,1,1,0.4411791383219954,1,TP
67301,9740,20_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.057916284,0.07184714,1,1,0.4643990929705215,1,TP
67307,9741,21_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.07552667,0.089471705,1,0,0.4876190476190476,0,FP
67313,9742,22_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.08743204,0.10486898,1,0,0.5108390022675737,0,FP
67319,9743,23_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.10983437,0.12495901,1,0,0.5340589569160997,0,FP
67325,9744,24_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.13946226,0.14491105,1,0,0.5572789115646258,0,FP
67331,9745,25_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.16819021,0.16214465,1,0,0.5804988662131519,0,FP
67337,9746,26_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.20276931,0.17872058,1,1,0.603718820861678,1,TP
67343,9747,27_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.22789656,0.18455476,1,0,0.626938775510204,0,FP
67349,9748,28_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.24681802,0.1837095,1,0,0.6501587301587302,0,FP
67355,9749,29_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.2549041,0.18048221,1,0,0.6733786848072563,0,FP
67361,9750,30_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.2288024,0.16006106,1,0,0.6965986394557823,0,FP
67367,9751,31_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.19211431,0.14206342,1,0,0.7198185941043084,0,FP
67373,9752,32_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.16143791,0.1311031,1,0,0.7430385487528345,0,FP
67379,9753,33_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.13152145,0.122457355,1,0,0.7662585034013606,0,FP
67385,9754,34_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.09560633,0.1118418,1,0,0.7894784580498866,0,FP
67391,9755,35_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.07244536,0.10691647,1,0,0.8126984126984127,0,FP
67397,9756,36_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.054442316,0.09849532,1,1,0.8359183673469388,1,TP
67403,9757,37_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.041860983,0.09026553,1,0,0.8591383219954648,0,FP
67409,9758,38_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.028186098,0.082866155,1,0,0.8823582766439909,0,FP
67415,9759,39_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.015952528,0.07536209,1,0,0.905578231292517,0,FP
67421,9760,40_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.0007619262,0.06670863,1,0,0.9287981859410432,0,FP
67427,9761,41_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.007638052,0.062363096,1,0,0.9520181405895692,0,FP
67433,9762,42_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.015615612,0.057828702,1,0,0.9752380952380952,0,FP
67439,9763,43_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.022443652,0.055058636,1,0,0.9984580498866212,0,FP
67445,9764,44_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.026612297,0.05619663,1,0,1.0216780045351477,0,FP
67451,9765,45_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.023868129,0.05764918,1,0,1.0448979591836736,0,FP
67457,9766,46_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.015739635,0.060890555,1,0,1.0681179138321997,0,FP
67463,9767,47_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.016753584,0.0597649,1,0,1.0913378684807256,0,FP
67469,9768,48_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.01732789,0.05784619,1,0,1.1145578231292517,0,FP
67475,9769,49_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.021701634,0.0533503,1,0,1.1377777777777778,0,FP
67481,9770,50_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.031207755,0.045715667,1,0,1.160997732426304,0,FP
67487,9771,51_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.040545613,0.03991331,0,0,1.18421768707483,1,TN
67493,9772,52_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.0521539,0.03416364,0,0,1.207437641723356,1,TN
67499,9773,53_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.065777436,0.028428659,0,0,1.230657596371882,1,TN
67505,9774,54_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.072868615,0.025725976,0,0,1.253877551020408,1,TN
