,OFFSET,DURATION
0,1.9736961451247168,1.2105215419501134
1,5.277097505668934,1.3034013605442185
2,8.580498866213151,1.1145578231292532
3,11.741496598639456,1.2569614512471663
4,14.905578231292518,1.0944217687074822
5,18.34829931972789,1.2074376417233559
6,21.53251700680272,1.373061224489799
7,24.696598639455782,1.3034013605442176
8,27.97369614512472,1.2105215419501114
9,31.97369614512472,1.187301587301583
10,35.97369614512472,1.1640816326530583
11,39.27709750566893,1.1873015873016044
12,43.97369614512472,1.0944217687074769
13,47.25387755102041,1.1408616780045335
