,Unnamed: 0,uid,file,zero_pred,one_pred,pred,label,temporal_frame_start_times,acc,cfnmtx
25710,3672,0_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,1.9380159,-1.9682173,0,0,0.0,1,TN
25717,3673,1_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.20298612,0.25765407,1,1,0.023219954648526,1,TP
25724,3674,2_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.2825344,0.28609148,1,1,0.0464399092970521,1,TP
25731,3675,3_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.23232305,0.1861001,1,1,0.0696598639455782,1,TP
25738,3676,4_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.13487525,-0.03336174,1,1,0.0928798185941043,1,TP
25745,3677,5_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.17145038,-0.065511204,1,1,0.1160997732426303,1,TP
25752,3678,6_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.20479268,-0.08506135,1,0,0.1393197278911564,0,FP
25759,3679,7_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.23465997,-0.09089283,1,1,0.1625396825396825,1,TP
25766,3680,8_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.28241175,-0.08554033,1,1,0.1857596371882086,1,TP
25773,3681,9_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.32055184,-0.09376163,1,0,0.2089795918367347,0,FP
25780,3682,10_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.33136958,-0.121320195,1,0,0.2321995464852607,0,FP
25787,3683,11_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.32891536,-0.14889337,1,1,0.2554195011337868,1,TP
25794,3684,12_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.31430078,-0.17272343,1,1,0.2786394557823129,1,TP
25801,3685,13_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.28526443,-0.19791049,1,1,0.301859410430839,1,TP
25808,3686,14_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.2533641,-0.22517765,1,1,0.3250793650793651,1,TP
25815,3687,15_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.21930188,-0.25674096,0,1,0.3482993197278911,0,FN
25822,3688,16_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.18120092,-0.2884937,0,1,0.3715192743764172,0,FN
25829,3689,17_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.1515477,-0.30593777,0,1,0.3947392290249433,0,FN
25836,3690,18_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.12964146,-0.31599173,0,0,0.4179591836734694,1,TN
25843,3691,19_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.108645186,-0.33314005,0,0,0.4411791383219954,1,TN
25850,3692,20_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.091734886,-0.34947863,0,1,0.4643990929705215,0,FN
25857,3693,21_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.09390597,-0.3521671,0,1,0.4876190476190476,0,FN
25864,3694,22_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.09129438,-0.3601552,0,1,0.5108390022675737,0,FN
25871,3695,23_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.0853747,-0.36663106,0,1,0.5340589569160997,0,FN
25878,3696,24_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.08654396,-0.36009538,0,1,0.5572789115646258,0,FN
25885,3697,25_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.095844716,-0.34086928,0,0,0.5804988662131519,1,TN
25892,3698,26_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.09705767,-0.32970437,0,1,0.603718820861678,0,FN
25899,3699,27_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.09194173,-0.32048193,0,1,0.626938775510204,0,FN
25906,3700,28_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.082413316,-0.30015814,0,1,0.6501587301587302,0,FN
25913,3701,29_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.0706048,-0.26828474,0,1,0.6733786848072563,0,FN
25920,3702,30_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.04484111,-0.23653641,0,1,0.6965986394557823,0,FN
25927,3703,31_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,-0.00076159835,-0.20197754,0,1,0.7198185941043084,0,FN
25934,3704,32_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.03850737,-0.15135302,0,0,0.7430385487528345,1,TN
25941,3705,33_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.005806893,-0.07563766,0,0,0.7662585034013606,1,TN
