,Unnamed: 0,uid,file,zero_pred,one_pred,pred,label,temporal_frame_start_times,acc,cfnmtx
13610,1944,0_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,2.2330418,-2.3042314,0,0,0.0,1,TN
13617,1945,1_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.041925877,0.115789175,1,0,0.023219954648526,0,FP
13624,1946,2_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.036744818,0.07053424,1,0,0.0464399092970521,0,FP
13631,1947,3_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.03434518,0.0033116378,1,0,0.0696598639455782,0,FP
13638,1948,4_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.041667957,-0.17958865,0,0,0.0928798185941043,1,TN
13645,1949,5_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.006072849,-0.17834134,0,0,0.1160997732426303,1,TN
13652,1950,6_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.0385499,-0.17911713,0,0,0.1393197278911564,1,TN
13659,1951,7_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.09534484,-0.16225962,0,0,0.1625396825396825,1,TN
13666,1952,8_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.13876589,-0.15273322,0,0,0.1857596371882086,1,TN
13673,1953,9_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.15993738,-0.15191817,1,0,0.2089795918367347,0,FP
13680,1954,10_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.16294578,-0.14960656,1,1,0.2321995464852607,1,TP
13687,1955,11_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.1505018,-0.14887367,1,1,0.2554195011337868,1,TP
13694,1956,12_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.118874595,-0.1574092,0,1,0.2786394557823129,0,FN
13701,1957,13_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.09543626,-0.16765767,0,1,0.301859410430839,0,FN
13708,1958,14_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.051072404,-0.1956697,0,1,0.3250793650793651,0,FN
13715,1959,15_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,-0.012113966,-0.2170166,0,1,0.3482993197278911,0,FN
13722,1960,16_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.033706684,-0.2466338,0,1,0.3715192743764172,0,FN
13729,1961,17_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.07806049,-0.27714774,0,1,0.3947392290249433,0,FN
13736,1962,18_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.13771942,-0.31195217,0,1,0.4179591836734694,0,FN
13743,1963,19_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.1479766,-0.3049927,0,1,0.4411791383219954,0,FN
13750,1964,20_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.1530659,-0.30200815,0,1,0.4643990929705215,0,FN
13757,1965,21_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.1504418,-0.3043113,0,0,0.4876190476190476,1,TN
13764,1966,22_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.14694741,-0.3026027,0,0,0.5108390022675737,1,TN
13771,1967,23_nips4b_birds_trainfile001.wav,nips4b_birds_trainfile001.wav,0.12204106,-0.28557858,0,0,0.5340589569160997,1,TN
