,Unnamed: 0,uid,file,zero_pred,one_pred,pred,label,temporal_frame_start_times,acc,cfnmtx
21172,3024,0_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,3.4521053,-3.366304,0,0,0.0,1,TN
21179,3025,1_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.18530022,-0.2895671,0,1,0.023219954648526,0,FN
21186,3026,2_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.19820605,-0.26523226,0,1,0.0464399092970521,0,FN
21193,3027,3_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.3409263,-0.36184284,0,1,0.0696598639455782,0,FN
21200,3028,4_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.45181757,-0.4477434,0,1,0.0928798185941043,0,FN
21207,3029,5_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.49968106,-0.48648703,0,1,0.1160997732426303,0,FN
21214,3030,6_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.52170134,-0.5043893,0,0,0.1393197278911564,1,TN
21221,3031,7_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5311443,-0.5105004,0,1,0.1625396825396825,0,FN
21228,3032,8_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5344561,-0.5098353,0,1,0.1857596371882086,0,FN
21235,3033,9_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5347957,-0.5069337,0,0,0.2089795918367347,1,TN
21242,3034,10_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.53715557,-0.5076399,0,0,0.2321995464852607,1,TN
21249,3035,11_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5403409,-0.5095437,0,1,0.2554195011337868,0,FN
21256,3036,12_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.54293704,-0.5105543,0,1,0.2786394557823129,0,FN
21263,3037,13_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.54606634,-0.51200473,0,1,0.301859410430839,0,FN
21270,3038,14_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5509525,-0.51536673,0,1,0.3250793650793651,0,FN
21277,3039,15_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.55570596,-0.5182885,0,1,0.3482993197278911,0,FN
21284,3040,16_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.56050146,-0.52158946,0,1,0.3715192743764172,0,FN
21291,3041,17_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.56486756,-0.52433854,0,1,0.3947392290249433,0,FN
21298,3042,18_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5678352,-0.52523327,0,0,0.4179591836734694,1,TN
21305,3043,19_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5693451,-0.5246951,0,0,0.4411791383219954,1,TN
21312,3044,20_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5711018,-0.52407664,0,1,0.4643990929705215,0,FN
21319,3045,21_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.57355803,-0.52433395,0,1,0.4876190476190476,0,FN
21326,3046,22_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5781639,-0.5273214,0,1,0.5108390022675737,0,FN
21333,3047,23_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.58714825,-0.53548485,0,1,0.5340589569160997,0,FN
21340,3048,24_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5953966,-0.5429734,0,1,0.5572789115646258,0,FN
21347,3049,25_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5982982,-0.5451449,0,0,0.5804988662131519,1,TN
21354,3050,26_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5991163,-0.5458589,0,1,0.603718820861678,0,FN
21361,3051,27_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5976858,-0.54482293,0,1,0.626938775510204,0,FN
21368,3052,28_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5940494,-0.54147923,0,1,0.6501587301587302,0,FN
21375,3053,29_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5906491,-0.5365229,0,1,0.6733786848072563,0,FN
21382,3054,30_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5896509,-0.5332878,0,1,0.6965986394557823,0,FN
21389,3055,31_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.588538,-0.53028375,0,1,0.7198185941043084,0,FN
21396,3056,32_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5905326,-0.5300412,0,0,0.7430385487528345,1,TN
21403,3057,33_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.58944875,-0.5265985,0,0,0.7662585034013606,1,TN
21410,3058,34_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.58408636,-0.5199644,0,0,0.7894784580498866,1,TN
21417,3059,35_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5739655,-0.5097891,0,0,0.8126984126984127,1,TN
21424,3060,36_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5598499,-0.49728698,0,0,0.8359183673469388,1,TN
21431,3061,37_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.54402584,-0.48275155,0,0,0.8591383219954648,1,TN
21438,3062,38_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.52573836,-0.46539724,0,1,0.8823582766439909,0,FN
21445,3063,39_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5063471,-0.44671658,0,1,0.905578231292517,0,FN
21452,3064,40_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.4936909,-0.43353322,0,0,0.9287981859410432,1,TN
21459,3065,41_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.49271753,-0.42902538,0,0,0.9520181405895692,1,TN
21466,3066,42_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.49844158,-0.42964438,0,0,0.9752380952380952,1,TN
21473,3067,43_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.5059735,-0.43234,0,0,0.9984580498866212,1,TN
21480,3068,44_nips4b_birds_trainfile002.wav,nips4b_birds_trainfile002.wav,0.51082903,-0.43310738,0,0,1.0216780045351477,1,TN
